ID,itemCode,batchSize,weight,stageId,pmCode,qty,uom,loss,netQty,entdate,pmName,stageName,stat,isDeleted,isMigrated
533,FM1001,100,,,PMM012,667,NOS,0,667,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
534,FMB013,100,,,PM1002,1000,NOS,1,1010,,100 ML AMBER PET BOTTLE,,0,FALSE,TRUE
535,FMB013,100,,,PMS002,1000,NOS,1,1010,,SYZIN SYRUP BOX 100 ML,,0,FALSE,TRUE
536,FMB013,100,,,PMS001,1000,NOS,3,1030,,SYZIN SYRUP LABLE 100 ML,,0,FALSE,TRUE
537,FMB013,100,,,PMP005,1000,NOS,2,1020,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
538,FMB013,100,,,PMC024,10,NOS,0,10,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
539,FMB013,100,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
540,FMB013,100,,,PMM012,1000,NOS,0,1000,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
541,FMB014,100,,,PM1004,667,NOS,1,673.67,,150 ML AMBER PET BOTTLE,,0,FALSE,TRUE
542,FMB014,100,,,PMS002,667,NOS,1,673.67,,SYZIN SYRUP BOX 100 ML,,0,FALSE,TRUE
543,FMB014,100,,,PMS001,667,NOS,3,687.01,,SYZIN SYRUP LABLE 100 ML,,0,FALSE,TRUE
544,FMB014,100,,,PMP005,667,NOS,2,680.34,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
545,FMB014,100,,,PMC024,9.26,NOS,0,9.26,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
546,FMB014,100,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
547,FMB014,100,,,PMM012,667,NOS,0,667,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
548,FMB011,100,,,PM3002,3333,NOS,1,3366.33,,30ML AMBER PET BOTTLE,,0,FALSE,TRUE
549,FMB011,100,,,PMS002,3333,NOS,1,3366.33,,SYZIN SYRUP BOX 100 ML,,0,FALSE,TRUE
550,FMB011,100,,,PMS001,3333,NOS,3,3432.99,,SYZIN SYRUP LABLE 100 ML,,0,FALSE,TRUE
551,FMB011,100,,,PMP005,3333,NOS,2,3399.66,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
552,FMB011,100,,,PMC024,10,NOS,0,10,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
553,FMB011,100,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
554,FMB011,100,,,PMM012,3333,NOS,0,3333,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
555,FMB010,50,,,PM3002,3333,NOS,1,3366.33,,30ML AMBER PET BOTTLE,,0,FALSE,TRUE
556,FMB010,50,,,PMS002,3333,NOS,1,3366.33,,SYZIN SYRUP BOX 100 ML,,0,FALSE,TRUE
557,FMB010,50,,,PMS001,3333,NOS,3,3432.99,,SYZIN SYRUP LABLE 100 ML,,0,FALSE,TRUE
558,FMB010,50,,,PMP005,3333,NOS,2,3399.66,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
559,FMB010,50,,,PMC024,10,NOS,0,10,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
560,FMB010,50,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
561,FMB010,50,,,PMM012,3333,NOS,0,3333,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
562,FMO004,210,,,PMA001,1000,NOS,0,1000,,ALU. POUCH 105 GM,,0,FALSE,TRUE
563,FMO004,210,,,PMO005,1000,NOS,0,1000,,OLYTE-CZ POWDER BOX,,0,FALSE,TRUE
564,FMO004,210,,,PM2001,6,NOS,0,6,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
568,FMO003,200,,,PMO006,1000,NOS,2,1020,,OLPRO-C POWDER LABLE,,0,FALSE,TRUE
569,FMO003,200,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
570,FMO003,200,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
571,FMO003,200,,,PM2005,1000,NOS,1,1010,,200 GRAM PET BOTTLE ,,0,FALSE,TRUE
575,FMA004,18000,,,PMH009,100,NOS,1,101,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
576,FMA004,18000,,,PM5002,100,NOS,1,101,,53 MM CAPS,,0,FALSE,TRUE
577,FMB015,18000,,,PMH009,100,NOS,1,101,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
578,FMB015,18000,,,PM5002,100,NOS,1,101,,53 MM CAPS,,0,FALSE,TRUE
579,FMS012,18000,,,PMH009,100,NOS,1,101,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
580,FMS012,18000,,,PM5002,100,NOS,1,101,,53 MM CAPS,,0,FALSE,TRUE
581,FMS013,12000,,,PMH010,100,NOS,1,101,,HDPE BOTTLE 200CC/38 MM  NECK,,0,FALSE,TRUE
582,FMS013,12000,,,PM3003,100,NOS,1,101,,38 MM CT CAPS,,0,FALSE,TRUE
585,FMA005,54000,,,PMH009,300,NOS,1,303,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
586,FMA005,54000,,,PM5002,300,NOS,1,303,,53 MM CAPS,,0,FALSE,TRUE
587,FMP005,60000,,,PMS014,2000,NOS,2,2040,,SVL HDP AMBER BOTTLE 30 TABLET,,0,FALSE,TRUE
588,FMP005,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
589,FMA006,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
590,FMA006,50000,,,PMA009,4,KGS,5,4.2,,AMLYF-CAL TABLET FOIL,,0,FALSE,TRUE
591,FMA006,50000,,,PMA010,500,NOS,2,510,,AMLYF-CAL TABLET BOX,,0,FALSE,TRUE
592,FMA006,50000,,,PMA011,1700,NOS,1,1717,,AMLYF-CAL TABLET LABLE,,0,FALSE,TRUE
593,FMA007,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
594,FMA007,50000,,,PMA014,4,KGS,5,4.2,,AMLYF-HEMO TABLET FOIL,,0,FALSE,TRUE
595,FMA007,50000,,,PMA013,500,NOS,2,510,,AMLYF-HEMO TABLET BOX,,0,FALSE,TRUE
596,FMA007,50000,,,PMA012,1700,NOS,1,1717,,AMLYF-HEMO TABLET LABLE,,0,FALSE,TRUE
605,FMO005,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
606,FMO005,50000,,,PMO007,4,KGS,5,4.2,,OSTEODEAL TABLET FOIL,,0,FALSE,TRUE
607,FMO005,50000,,,PMO008,500,NOS,2,510,,OSTEODEAL TABLET BOX,,0,FALSE,TRUE
608,FMA001,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
609,FMA001,50000,,,PMA003,4,KGS,5,4.2,,ALL IN 1 TABLET PRINTED FOIL,,0,FALSE,TRUE
610,FMA001,50000,,,PMA004,500,NOS,2,510,,ALL IN 1 TABLET PRINTED BOX,,0,FALSE,TRUE
611,FMA001,50000,,,PM2001,8,NOS,0,8,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
615,FMU001,60000,,,PMU001,3000,NOS,5,3150,,UROCITRA MB6 TABLET LABLE,,0,FALSE,TRUE
616,FMU001,60000,,,PM2006,3000,NOS,2,3060,,20 TABLET BOTTLE TUB.144MM,,0,FALSE,TRUE
617,FMU001,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
618,FMU001,60000,,,PM2007,3000,NOS,2,3060,,20 TABLET BOTTLE CAP.29MM,,0,FALSE,TRUE
619,FMF004,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
620,FMF004,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
621,FMF004,50000,,,PMS017,2,KGS,0,2,,SRINK BAG,,0,FALSE,TRUE
630,FMD002,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
631,FMD002,50000,,,PMD002,4,KGS,5,4.2,,DELOXI TABLET FOIL,,0,FALSE,TRUE
632,FMD002,50000,,,PMD003,500,NOS,2,510,,DELOXI TABLET BOX,,0,FALSE,TRUE
633,FMD002,50000,,,PM2001,9,NOS,0,9,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
637,FMH007,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
638,FMH007,50000,,,PMH013,4,KGS,5,4.2,,HB-ADD-XT TABLET FOIL,,0,FALSE,TRUE
639,FMH007,50000,,,PMH014,500,NOS,2,510,,HB-ADD-XT TABLET BOX,,0,FALSE,TRUE
640,FMH007,50000,,,PM2001,8,NOS,0,8,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
641,FMI008,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
642,FMI008,50000,,,PMI014,4,KGS,5,4.2,,IDOFER TABLET FOIL,,0,FALSE,TRUE
643,FMI008,50000,,,PMI015,500,NOS,2,510,,IDOFER TABLET BOX,,0,FALSE,TRUE
644,FMI008,50000,,,PM2001,8,NOS,0,8,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
647,FMC013,5,,,PMC028,1,NOS,0,1,,CHELATED POWDER LABLE,,0,FALSE,TRUE
648,FMC013,5,,,PMC027,1,NOS,0,1,,CHELATED POWDER TIN 5 KGS,,0,FALSE,TRUE
649,FMS014,500,,,PMS019,1,NOS,0,1,,SODAPHOS POWDER LABLE,,0,FALSE,TRUE
650,FMS014,500,,,PMS018,1,NOS,0,1,,SODAPHOS POWDER TIN 500 GMS,,0,FALSE,TRUE
655,FMZ002,300,,,PMZ003,1500,NOS,3.25,1548.75,,ZYVIT SYRUP BOX,,0,FALSE,TRUE
656,FMZ002,300,,,PMZ004,1500,NOS,5,1575,,ZYVIT SYRUP LABLE,,0,FALSE,TRUE
657,FMZ002,300,,,PMP005,1500,NOS,3,1545,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
658,FMZ002,300,,,PMM012,1500,NOS,0,1500,,MUSSARING CAP 25 MM,,0,FALSE,TRUE
659,FMZ002,300,,,PM2001,21,NOS,0,21,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
660,FMZ002,300,,,PM2002,1500,NOS,2,1530,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
674,FME004,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
675,FME004,50000,,,PME006,4,KGS,5,4.2,,EZROTOTAL TABLET FOIL,,0,FALSE,TRUE
676,FME004,50000,,,PME007,500,NOS,2,510,,EZROTOTAL TABLET BOX,,0,FALSE,TRUE
677,FME004,50000,,,PMC026,8,NOS,0,8,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
678,FME003,30000,,,PME005,1000,NOS,1,1010,,EZROVIT TABLET BOX,,0,FALSE,TRUE
679,FME003,30000,,,PME004,2.1,KGS,1,2.121,,EZROVIT TABLET FOIL,,0,FALSE,TRUE
680,FME003,30000,,,PMP003,8.4,KGS,1,8.484,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
681,FME003,30000,,,PMC026,4,NOS,0,4,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
682,FMV003,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
683,FMV003,50000,,,PMV003,4,KGS,5,4.2,,VITZO-CDZ TABLET FOIL,,0,FALSE,TRUE
684,FMV003,50000,,,PMV002,500,NOS,2,510,,VITZO-CDZ TABLET BOX,,0,FALSE,TRUE
685,FMV003,50000,,,PM2001,8,NOS,0,8,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
686,FMI007,30000,,,PMI013,1000,NOS,5,1050,,IMMUNO-C PLUS TABLET LABLE,,0,FALSE,TRUE
687,FMI007,30000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
688,FMI007,30000,,,PM5001,1000,NOS,0,1000,,75GRM CP BOTTLE,,0,FALSE,TRUE
689,FMI007,30000,,,PMC014,1000,NOS,0,1000,,CP CAP,,0,FALSE,TRUE
690,FMI007,30000,,,PMC016,1000,NOS,0,1000,,CP WAD,,0,FALSE,TRUE
691,FMC014,200,,,PMC029,1000,NOS,5,1050,,CALVIT GOLD 200ML LABLE,,0,FALSE,TRUE
692,FMC014,200,,,PM2002,1000,NOS,1,1010,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
693,FMC014,200,,,PMP005,1000,NOS,3,1030,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
694,FMC014,200,,,PM2001,14,NOS,0,14,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
695,FMC016,200,,,PMC029,200,NOS,5,210,,CALVIT GOLD 200ML LABLE,,0,FALSE,TRUE
696,FMC016,200,,,PM1009,200,NOS,1,202,,1 LTR GOLDEN KEN,,0,FALSE,TRUE
697,FMC016,200,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
698,FMC019,200,,,PMC029,100,NOS,5,105,,CALVIT GOLD 200ML LABLE,,0,FALSE,TRUE
699,FMC019,200,,,PM2008,100,NOS,1,101,,2 LTR GOLDEN KEN,,0,FALSE,TRUE
700,FMC019,200,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
707,FMC017,200,,,PMC029,40,NOS,5,42,,CALVIT GOLD 200ML LABLE,,0,FALSE,TRUE
708,FMC017,200,,,PM5004,40,NOS,1,40.4,,5 LTR GOLDEN KEN,,0,FALSE,TRUE
709,FMC017,200,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
710,FMC018,200,,,PMC029,20,NOS,5,21,,CALVIT GOLD 200ML LABLE,,0,FALSE,TRUE
711,FMC018,200,,,PM1010,20,NOS,1,20.2,,10 LTR GOLDEN KEN,,0,FALSE,TRUE
712,FMC018,200,,,PM2001,20,NOS,0,20,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
713,FMF005,50000,,,PMP003,18.4,KGS,5,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0,FALSE,TRUE
714,FMF005,50000,,,PMF004,5,KGS,5,5.25,,FEWBUR-MI CAPSULE FOIL,,0,FALSE,TRUE
715,FMF005,50000,,,PMF005,5000,NOS,2,5100,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0,FALSE,TRUE
716,FMF005,50000,,,PMF006,500,NOS,1,505,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0,FALSE,TRUE
717,FMF005,50000,,,PMC026,14,NOS,0,14,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
728,FMP006,60000,,,PMP018,2000,NOS,5,2100,,PROTECTOR TABLET LABLE,,0,FALSE,TRUE
729,FMP006,60000,,,PMS014,2000,NOS,2,2040,,SVL HDP AMBER BOTTLE 30 TABLET,,0,FALSE,TRUE
730,FMP006,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
731,FMC020,60000,,,PMC035,2000,NOS,5,2100,,CAPCARE TABLET LABLE,,0,FALSE,TRUE
732,FMC020,60000,,,PMS014,2000,NOS,2,2040,,SVL HDP AMBER BOTTLE 30 TABLET,,0,FALSE,TRUE
733,FMC020,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
748,FMR002,60000,,,PMS012,3000,NOS,5,3150,,SVL-COLLAGEN TABLET LABLE,,0,FALSE,TRUE
749,FMR002,60000,,,PMS014,3000,NOS,2,3060,,SVL HDP AMBER BOTTLE 30 TABLET,,0,FALSE,TRUE
750,FMR002,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
770,FMB016,100,,,PM3002,3333,NOS,1,3366.33,,30ML AMBER PET BOTTLE,,0,FALSE,TRUE
771,FMB016,100,,,PMB010,3333,NOS,1,3366.33,,BARONET-Z DROPS BOX,,0,FALSE,TRUE
772,FMB016,100,,,PMB009,3333,NOS,3,3432.99,,BARONET-Z DROPS LABLE,,0,FALSE,TRUE
773,FMB016,100,,,PMP006,3333,NOS,2,3399.66,,PP CAP PRINTED 25 MM BARONET,,0,FALSE,TRUE
774,FMB016,100,,,PMC024,10,NOS,0,10,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
775,FMB016,100,,,PMD004,3333,NOS,0,3333,,DROPER 25X62MM,,0,FALSE,TRUE
776,FMB017,100,,,PM3002,3333,NOS,1,3366.33,,30ML AMBER PET BOTTLE,,0,FALSE,TRUE
777,FMB017,100,,,PMB011,3333,NOS,1,3366.33,,BAROZYME DROPS BOX,,0,FALSE,TRUE
778,FMB017,100,,,PMB012,3333,NOS,3,3432.99,,BAROZYME DROPS LABLE,,0,FALSE,TRUE
779,FMB017,100,,,PMP006,3333,NOS,2,3399.66,,PP CAP PRINTED 25 MM BARONET,,0,FALSE,TRUE
780,FMB017,100,,,PMC024,10,NOS,0,10,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
781,FMB017,100,,,PMD004,3333,NOS,0,3333,,DROPER 25X62MM,,0,FALSE,TRUE
785,FMC021,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
786,FMC021,50000,,,PMC037,4,KGS,5,4.2,,CALINSTA D3M  TABLET FOIL,,0,FALSE,TRUE
787,FMC021,50000,,,PMC036,500,NOS,2,510,,CALINSTA D3M TABLET BOX,,0,FALSE,TRUE
788,FMC021,50000,,,PMC026,5,NOS,0,5,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
789,FMH008,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
790,FMH008,50000,,,PMH015,3,KGS,0,3,,HAIRGAIN TABLET FOIL,,0,FALSE,TRUE
791,FMH008,50000,,,PMH016,1667,NOS,2,1700.34,,HAIRGAIN TABLET BOX,,0,FALSE,TRUE
792,FMH008,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
793,FMH008,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
794,FMA009,120000,,,PM3005,1000,NOS,0,1000,,38 MM CAP WITH INDUCTION WED,,0,FALSE,TRUE
795,FMA009,120000,,,PM3003,1000,NOS,0,1000,,38 MM CT CAPS,,0,FALSE,TRUE
796,FMA009,120000,,,PMS015,1000,NOS,0,1000,,SILIKA GEL,,0,FALSE,TRUE
797,FMC023,200,,,PMC043,1000,NOS,1,1010,,CALEZ SUSP.BOX,,0,FALSE,TRUE
798,FMC023,200,,,PMC044,1000,NOS,5,1050,,CALEZ SUSP.LABLE,,0,FALSE,TRUE
799,FMC023,200,,,PM2001,14,NOS,0,14,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
800,FMC023,200,,,PM2002,1000,NOS,2,1020,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
801,FMC023,200,,,PMP005,1000,NOS,3,1030,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
802,FMC023,200,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
803,FMV004,200,,,PMV005,1000,NOS,1,1010,,VINTOMAX PLUS SYRUP 200 BOX,,0,FALSE,TRUE
804,FMV004,200,,,PMV004,1000,NOS,5,1050,,VINTOMAX PLUS SYRUP 200 ML LABLE,,0,FALSE,TRUE
805,FMV004,200,,,PM2001,14,NOS,0,14,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
806,FMV004,200,,,PM2002,1000,NOS,2,1020,,200 ML BRUT BOTTLE AMBER,,0,FALSE,TRUE
807,FMV004,200,,,PMP005,1000,NOS,3,1030,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
808,FMV004,200,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
809,FMV005,100,,,PM1002,1000,NOS,1,1010,,100 ML AMBER BOTTLE,,0,FALSE,TRUE
810,FMV005,100,,,PMV006,1000,NOS,1,1010,,VINTOMAX SYRUP 100 ML BOX,,0,FALSE,TRUE
811,FMV005,100,,,PMV007,1000,NOS,3,1030,,VINTOMAX SYRUP 100 ML LABLE,,0,FALSE,TRUE
812,FMV005,100,,,PMP005,1000,NOS,2,1020,,PP CAP PLAIN 25 MM,,0,FALSE,TRUE
813,FMV005,100,,,PMC024,9.26,NOS,0,9.26,,CORRUGATED BOX 100MLX108 BOTTLE,,0,FALSE,TRUE
818,FMC022,50000,,,PMP002,13.4,KGS,5,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0,FALSE,TRUE
819,FMC022,50000,,,PMC041,4,KGS,5,4.2,,CALCIZEN PLUS TABLET FOIL,,0,FALSE,TRUE
820,FMC022,50000,,,PMC042,5000,NOS,2,5100,,CALCIZEN PLUS TABLET BOX,,0,FALSE,TRUE
821,FMC022,50000,,,PM2001,5,NOS,0,5,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
822,FMS015,50000,,,PMP021,8,KGS,5,8.4,,PVC 78 MM,,0,FALSE,TRUE
823,FMS015,50000,,,PMC008,4,KGS,5,4.2,,CARBNET-XT CAPSULE PRINTED FOIL,,0,FALSE,TRUE
824,FMS015,50000,,,PMC009,500,NOS,2,510,,CARBNET-XT CAPSULE PRINTED BOX,,0,FALSE,TRUE
833,FMP008,10000,,,PMP024,1000,NOS,5,1050,,PROLIFE SF SACHET BOX,,0,FALSE,TRUE
834,FMP008,10000,,,PMP023,25,KGS,5,26.25,,PROLIFE SF SACHET FOIL,,0,FALSE,TRUE
835,FMP008,10000,,,PMC026,20,NOS,0,20,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
836,FMO007,60000,,,PMO012,1500,NOS,5,1575,,OD CAL CM TABLET LABLE,,0,FALSE,TRUE
837,FMO007,60000,,,PMS014,1500,NOS,2,1530,,SVL HDP AMBER BOTTLE 30 TABLET,,0,FALSE,TRUE
838,FMO007,60000,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
839,FMO007,60000,,,PMO011,1500,NOS,5,1575,,OD CAL CM  TABLET BOX,,0,FALSE,TRUE
843,FMM012,18000,,,PMH009,100,NOS,0,100,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
844,FMM012,18000,,,PM5002,100,NOS,0,100,,53 MM CAPS,,0,FALSE,TRUE
845,FMS016,18000,,,PMH009,100,NOS,0,100,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
846,FMS016,18000,,,PM5002,100,NOS,0,100,,53 MM CAPS,,0,FALSE,TRUE
872,FMA010,50000,,,PMP007,10,KGS,5,10.5,,PVC 89 MM,,0,FALSE,TRUE
873,FMA010,50000,,,PMA019,4,KGS,5,4.2,,AMLYF-CCM TABLET FOIL,,0,FALSE,TRUE
874,FMA010,50000,,,PMA018,334,NOS,2,340.68,,AMLYF-CCM TABLET BOX,,0,FALSE,TRUE
875,FMA010,50000,,,PMC026,5,NOS,0,5,,CORRUGATED BOX TAB/CAP,,0,FALSE,TRUE
876,FML006,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
877,FML006,50000,,,PML012,3,KGS,0,3,,LIOFOL TABLET FOIL,,0,FALSE,TRUE
878,FML006,50000,,,PML010,5000,NOS,2,5100,,LIOFOL TABLET BOX(INER),,0,FALSE,TRUE
879,FML006,50000,,,PM2001,6,NOS,0,6,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
880,FML006,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
881,FML006,50000,,,PML011,500,NOS,2,510,,LIOFOL TABLET BOX (OUTER ),,0,FALSE,TRUE
882,FMG002,100,,,PM1008,100,NOS,0,100,,110 GM PLAIN BAG FOR POWDER,,0,FALSE,TRUE
883,FMG002,100,,,PM1012,100,NOS,0,100,,1 KGS PLASTIC TIN,,0,FALSE,TRUE
884,FMG002,100,,,PM2001,10,NOS,0,10,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
885,FMG002,100,,,PMO006,100,NOS,0,100,,OLPRO-C POWDER LABLE,,0,FALSE,TRUE
886,FML007,18000,,,PMH009,100,NOS,0,100,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
887,FML007,18000,,,PM5002,100,NOS,0,100,,53 MM CAPS,,0,FALSE,TRUE
888,FMC024,18000,,,PMH009,100,NOS,0,100,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
889,FMC024,18000,,,PM5002,100,NOS,0,100,,53 MM CAPS,,0,FALSE,TRUE
890,FMI009,18000,,,PMH009,100,NOS,0,100,,HDPE CONTAINER 250CC/53 MM NEK,,0,FALSE,TRUE
891,FMI009,18000,,,PM5002,100,NOS,0,100,,53 MM CAPS,,0,FALSE,TRUE
892,FMF009,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
893,FMF009,50000,,,PMI008,3,KGS,0,3,,IRONET -Z TABLET FOIL,,0,FALSE,TRUE
894,FMF009,50000,,,PMI007,596,NOS,2,607.92,,IRONET-Z TABLET BOX,,0,FALSE,TRUE
895,FMF009,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
896,FMF009,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
902,FMV006,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
903,FMV006,50000,,,PMI008,3,KGS,0,3,,IRONET -Z TABLET FOIL,,0,FALSE,TRUE
904,FMV006,50000,,,PMI007,1785,NOS,2,1820.7,,IRONET-Z TABLET BOX,,0,FALSE,TRUE
905,FMV006,50000,,,PM2001,4,NOS,0,4,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
906,FMV006,50000,,,PMB006,1,NOS,0,1,,BOPP ROLL,,0,FALSE,TRUE
907,FMC025,30000,,,PML003,1.8,KGS,0,1.8,,LIPOLEX-M TABLET FOIL,,0,FALSE,TRUE
908,FMC025,30000,,,PM 001,600,NOS,2,612,,LIPOLEX-M TABLET BOX,,0,FALSE,TRUE
909,FMC025,30000,,,PMP001,7.5,KGS,0,7.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
910,FMC025,30000,,,PM2001,2,NOS,0,2,,CORUGATED BOX 72X200 ML,,0,FALSE,TRUE
911,FMF010,50000,,,PMP001,12.5,KGS,0,12.5,,PLAIN ALU FOIL ALU/ALU 105 MM,,0,FALSE,TRUE
912,FMF010,50000,,,PMI008,3,KGS,0,3,,IRONET -Z TABLET FOIL,,0,FALSE,TRUE
