ID,itemCode,batchSize,weight,stageId,pmCode,qty,uom,loss,netQty,entdate,pmName,stageName,stat
547,FMB014,100,,,PMM012,667.00,NOS,0.00,667.00,,MUSSARING CAP 25 MM,,0
548,FMB011,100,,,PM3002,3333.00,NOS,1.00,3366.33,,30ML AMBER PET BOTTLE,,0
549,FMB011,100,,,PMS002,3333.00,NOS,1.00,3366.33,,SYZIN SYRUP BOX 100 ML,,0
550,FMB011,100,,,PMS001,3333.00,NOS,3.00,3432.99,,SYZIN SYRUP LABLE 100 ML,,0
551,FMB011,100,,,PMP005,3333.00,NOS,2.00,3399.66,,PP CAP PLAIN 25 MM,,0
552,FMB011,100,,,PMC024,10.00,NOS,0.00,10.00,,CORRUGATED BOX 100MLX108 BOTTLE,,0
553,FMB011,100,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
554,FMB011,100,,,PMM012,3333.00,NOS,0.00,3333.00,,MUSSARING CAP 25 MM,,0
555,FMB010,50,,,PM3002,3333.00,NOS,1.00,3366.33,,30ML AMBER PET BOTTLE,,0
556,FMB010,50,,,PMS002,3333.00,NOS,1.00,3366.33,,SYZIN SYRUP BOX 100 ML,,0
557,FMB010,50,,,PMS001,3333.00,NOS,3.00,3432.99,,SYZIN SYRUP LABLE 100 ML,,0
558,FMB010,50,,,PMP005,3333.00,NOS,2.00,3399.66,,PP CAP PLAIN 25 MM,,0
559,FMB010,50,,,PMC024,10.00,NOS,0.00,10.00,,CORRUGATED BOX 100MLX108 BOTTLE,,0
560,FMB010,50,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
561,FMB010,50,,,PMM012,3333.00,NOS,0.00,3333.00,,MUSSARING CAP 25 MM,,0
562,FMO004,210,,,PMA001,1000.00,NOS,0.00,1000.00,,ALU. POUCH 105 GM,,0
563,FMO004,210,,,PMO005,1000.00,NOS,0.00,1000.00,,OLYTE-CZ POWDER BOX,,0
564,FMO004,210,,,PM2001,6.00,NOS,0.00,6.00,,CORUGATED BOX 72X200 ML,,0
568,FMO003,200,,,PMO006,1000.00,NOS,2.00,1020.00,,OLPRO-C POWDER LABLE,,0
569,FMO003,200,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
570,FMO003,200,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
571,FMO003,200,,,PM2005,1000.00,NOS,1.00,1010.00,,200 GRAM PET BOTTLE ,,0
575,FMA004,18000,,,PMH009,100.00,NOS,1.00,101.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
576,FMA004,18000,,,PM5002,100.00,NOS,1.00,101.00,,53 MM CAPS,,0
577,FMB015,18000,,,PMH009,100.00,NOS,1.00,101.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
578,FMB015,18000,,,PM5002,100.00,NOS,1.00,101.00,,53 MM CAPS,,0
579,FMS012,18000,,,PMH009,100.00,NOS,1.00,101.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
580,FMS012,18000,,,PM5002,100.00,NOS,1.00,101.00,,53 MM CAPS,,0
581,FMS013,12000,,,PMH010,100.00,NOS,1.00,101.00,,HDPE BOTTLE 200CC/38 MM  NECK,,0
582,FMS013,12000,,,PM3003,100.00,NOS,1.00,101.00,,38 MM CT CAPS,,0
585,FMA005,54000,,,PMH009,300.00,NOS,1.00,303.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
586,FMA005,54000,,,PM5002,300.00,NOS,1.00,303.00,,53 MM CAPS,,0
587,FMP005,60000,,,PMS014,2000.00,NOS,2.00,2040.00,,SVL HDP AMBER BOTTLE 30 TABLET,,0
588,FMP005,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
589,FMA006,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
590,FMA006,50000,,,PMA009,4.00,KGS,5.00,4.20,,AMLYF-CAL TABLET FOIL,,0
591,FMA006,50000,,,PMA010,500.00,NOS,2.00,510.00,,AMLYF-CAL TABLET BOX,,0
592,FMA006,50000,,,PMA011,1700.00,NOS,1.00,1717.00,,AMLYF-CAL TABLET LABLE,,0
593,FMA007,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
594,FMA007,50000,,,PMA014,4.00,KGS,5.00,4.20,,AMLYF-HEMO TABLET FOIL,,0
595,FMA007,50000,,,PMA013,500.00,NOS,2.00,510.00,,AMLYF-HEMO TABLET BOX,,0
596,FMA007,50000,,,PMA012,1700.00,NOS,1.00,1717.00,,AMLYF-HEMO TABLET LABLE,,0
605,FMO005,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
606,FMO005,50000,,,PMO007,4.00,KGS,5.00,4.20,,OSTEODEAL TABLET FOIL,,0
607,FMO005,50000,,,PMO008,500.00,NOS,2.00,510.00,,OSTEODEAL TABLET BOX,,0
608,FMA001,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
609,FMA001,50000,,,PMA003,4.00,KGS,5.00,4.20,,ALL IN 1 TABLET PRINTED FOIL,,0
610,FMA001,50000,,,PMA004,500.00,NOS,2.00,510.00,,ALL IN 1 TABLET PRINTED BOX,,0
611,FMA001,50000,,,PM2001,8.00,NOS,0.00,8.00,,CORUGATED BOX 72X200 ML,,0
615,FMU001,60000,,,PMU001,3000.00,NOS,5.00,3150.00,,UROCITRA MB6 TABLET LABLE,,0
616,FMU001,60000,,,PM2006,3000.00,NOS,2.00,3060.00,,20 TABLET BOTTLE TUB.144MM,,0
617,FMU001,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
618,FMU001,60000,,,PM2007,3000.00,NOS,2.00,3060.00,,20 TABLET BOTTLE CAP.29MM,,0
619,FMF004,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
620,FMF004,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
621,FMF004,50000,,,PMS017,2.00,KGS,0.00,2.00,,SRINK BAG,,0
630,FMD002,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
631,FMD002,50000,,,PMD002,4.00,KGS,5.00,4.20,,DELOXI TABLET FOIL,,0
632,FMD002,50000,,,PMD003,500.00,NOS,2.00,510.00,,DELOXI TABLET BOX,,0
633,FMD002,50000,,,PM2001,9.00,NOS,0.00,9.00,,CORUGATED BOX 72X200 ML,,0
637,FMH007,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
638,FMH007,50000,,,PMH013,4.00,KGS,5.00,4.20,,HB-ADD-XT TABLET FOIL,,0
639,FMH007,50000,,,PMH014,500.00,NOS,2.00,510.00,,HB-ADD-XT TABLET BOX,,0
640,FMH007,50000,,,PM2001,8.00,NOS,0.00,8.00,,CORUGATED BOX 72X200 ML,,0
641,FMI008,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
642,FMI008,50000,,,PMI014,4.00,KGS,5.00,4.20,,IDOFER TABLET FOIL,,0
643,FMI008,50000,,,PMI015,500.00,NOS,2.00,510.00,,IDOFER TABLET BOX,,0
644,FMI008,50000,,,PM2001,8.00,NOS,0.00,8.00,,CORUGATED BOX 72X200 ML,,0
647,FMC013,5,,,PMC028,1.00,NOS,0.00,1.00,,CHELATED POWDER LABLE,,0
648,FMC013,5,,,PMC027,1.00,NOS,0.00,1.00,,CHELATED POWDER TIN 5 KGS,,0
649,FMS014,500,,,PMS019,1.00,NOS,0.00,1.00,,SODAPHOS POWDER LABLE,,0
650,FMS014,500,,,PMS018,1.00,NOS,0.00,1.00,,SODAPHOS POWDER TIN 500 GMS,,0
655,FMZ002,300,,,PMZ003,1500.00,NOS,3.25,1548.75,,ZYVIT SYRUP BOX,,0
656,FMZ002,300,,,PMZ004,1500.00,NOS,5.00,1575.00,,ZYVIT SYRUP LABLE,,0
657,FMZ002,300,,,PMP005,1500.00,NOS,3.00,1545.00,,PP CAP PLAIN 25 MM,,0
658,FMZ002,300,,,PMM012,1500.00,NOS,0.00,1500.00,,MUSSARING CAP 25 MM,,0
659,FMZ002,300,,,PM2001,21.00,NOS,0.00,21.00,,CORUGATED BOX 72X200 ML,,0
660,FMZ002,300,,,PM2002,1500.00,NOS,2.00,1530.00,,200 ML BRUT BOTTLE AMBER,,0
674,FME004,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
675,FME004,50000,,,PME006,4.00,KGS,5.00,4.20,,EZROTOTAL TABLET FOIL,,0
676,FME004,50000,,,PME007,500.00,NOS,2.00,510.00,,EZROTOTAL TABLET BOX,,0
677,FME004,50000,,,PMC026,8.00,NOS,0.00,8.00,,CORRUGATED BOX TAB/CAP,,0
678,FME003,30000,,,PME005,1000.00,NOS,1.00,1010.00,,EZROVIT TABLET BOX,,0
679,FME003,30000,,,PME004,2.10,KGS,1.00,2.12,,EZROVIT TABLET FOIL,,0
680,FME003,30000,,,PMP003,8.40,KGS,1.00,8.48,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
681,FME003,30000,,,PMC026,4.00,NOS,0.00,4.00,,CORRUGATED BOX TAB/CAP,,0
682,FMV003,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
683,FMV003,50000,,,PMV003,4.00,KGS,5.00,4.20,,VITZO-CDZ TABLET FOIL,,0
684,FMV003,50000,,,PMV002,500.00,NOS,2.00,510.00,,VITZO-CDZ TABLET BOX,,0
685,FMV003,50000,,,PM2001,8.00,NOS,0.00,8.00,,CORUGATED BOX 72X200 ML,,0
686,FMI007,30000,,,PMI013,1000.00,NOS,5.00,1050.00,,IMMUNO-C PLUS TABLET LABLE,,0
687,FMI007,30000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
688,FMI007,30000,,,PM5001,1000.00,NOS,0.00,1000.00,,75GRM CP BOTTLE,,0
689,FMI007,30000,,,PMC014,1000.00,NOS,0.00,1000.00,,CP CAP,,0
690,FMI007,30000,,,PMC016,1000.00,NOS,0.00,1000.00,,CP WAD,,0
691,FMC014,200,,,PMC029,1000.00,NOS,5.00,1050.00,,CALVIT GOLD 200ML LABLE,,0
692,FMC014,200,,,PM2002,1000.00,NOS,1.00,1010.00,,200 ML BRUT BOTTLE AMBER,,0
693,FMC014,200,,,PMP005,1000.00,NOS,3.00,1030.00,,PP CAP PLAIN 25 MM,,0
694,FMC014,200,,,PM2001,14.00,NOS,0.00,14.00,,CORUGATED BOX 72X200 ML,,0
695,FMC016,200,,,PMC029,200.00,NOS,5.00,210.00,,CALVIT GOLD 200ML LABLE,,0
696,FMC016,200,,,PM1009,200.00,NOS,1.00,202.00,,1 LTR GOLDEN KEN,,0
697,FMC016,200,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
698,FMC019,200,,,PMC029,100.00,NOS,5.00,105.00,,CALVIT GOLD 200ML LABLE,,0
699,FMC019,200,,,PM2008,100.00,NOS,1.00,101.00,,2 LTR GOLDEN KEN,,0
700,FMC019,200,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
707,FMC017,200,,,PMC029,40.00,NOS,5.00,42.00,,CALVIT GOLD 200ML LABLE,,0
708,FMC017,200,,,PM5004,40.00,NOS,1.00,40.40,,5 LTR GOLDEN KEN,,0
709,FMC017,200,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
710,FMC018,200,,,PMC029,20.00,NOS,5.00,21.00,,CALVIT GOLD 200ML LABLE,,0
711,FMC018,200,,,PM1010,20.00,NOS,1.00,20.20,,10 LTR GOLDEN KEN,,0
712,FMC018,200,,,PM2001,20.00,NOS,0.00,20.00,,CORUGATED BOX 72X200 ML,,0
713,FMF005,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
714,FMF005,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
715,FMF005,50000,,,PMF005,5000.00,NOS,2.00,5100.00,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0
716,FMF005,50000,,,PMF006,500.00,NOS,1.00,505.00,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0
717,FMF005,50000,,,PMC026,14.00,NOS,0.00,14.00,,CORRUGATED BOX TAB/CAP,,0
728,FMP006,60000,,,PMP018,2000.00,NOS,5.00,2100.00,,PROTECTOR TABLET LABLE,,0
729,FMP006,60000,,,PMS014,2000.00,NOS,2.00,2040.00,,SVL HDP AMBER BOTTLE 30 TABLET,,0
730,FMP006,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
731,FMC020,60000,,,PMC035,2000.00,NOS,5.00,2100.00,,CAPCARE TABLET LABLE,,0
732,FMC020,60000,,,PMS014,2000.00,NOS,2.00,2040.00,,SVL HDP AMBER BOTTLE 30 TABLET,,0
733,FMC020,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
748,FMR002,60000,,,PMS012,3000.00,NOS,5.00,3150.00,,SVL-COLLAGEN TABLET LABLE,,0
749,FMR002,60000,,,PMS014,3000.00,NOS,2.00,3060.00,,SVL HDP AMBER BOTTLE 30 TABLET,,0
750,FMR002,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
770,FMB016,100,,,PM3002,3333.00,NOS,1.00,3366.33,,30ML AMBER PET BOTTLE,,0
771,FMB016,100,,,PMB010,3333.00,NOS,1.00,3366.33,,BARONET-Z DROPS BOX,,0
772,FMB016,100,,,PMB009,3333.00,NOS,3.00,3432.99,,BARONET-Z DROPS LABLE,,0
773,FMB016,100,,,PMP006,3333.00,NOS,2.00,3399.66,,PP CAP PRINTED 25 MM BARONET,,0
774,FMB016,100,,,PMC024,10.00,NOS,0.00,10.00,,CORRUGATED BOX 100MLX108 BOTTLE,,0
775,FMB016,100,,,PMD004,3333.00,NOS,0.00,3333.00,,DROPER 25X62MM,,0
776,FMB017,100,,,PM3002,3333.00,NOS,1.00,3366.33,,30ML AMBER PET BOTTLE,,0
777,FMB017,100,,,PMB011,3333.00,NOS,1.00,3366.33,,BAROZYME DROPS BOX,,0
778,FMB017,100,,,PMB012,3333.00,NOS,3.00,3432.99,,BAROZYME DROPS LABLE,,0
779,FMB017,100,,,PMP006,3333.00,NOS,2.00,3399.66,,PP CAP PRINTED 25 MM BARONET,,0
780,FMB017,100,,,PMC024,10.00,NOS,0.00,10.00,,CORRUGATED BOX 100MLX108 BOTTLE,,0
781,FMB017,100,,,PMD004,3333.00,NOS,0.00,3333.00,,DROPER 25X62MM,,0
785,FMC021,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
786,FMC021,50000,,,PMC037,4.00,KGS,5.00,4.20,,CALINSTA D3M  TABLET FOIL,,0
787,FMC021,50000,,,PMC036,500.00,NOS,2.00,510.00,,CALINSTA D3M TABLET BOX,,0
788,FMC021,50000,,,PMC026,5.00,NOS,0.00,5.00,,CORRUGATED BOX TAB/CAP,,0
789,FMH008,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
790,FMH008,50000,,,PMH015,3.00,KGS,0.00,3.00,,HAIRGAIN TABLET FOIL,,0
791,FMH008,50000,,,PMH016,1667.00,NOS,2.00,1700.34,,HAIRGAIN TABLET BOX,,0
792,FMH008,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
793,FMH008,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
794,FMA009,120000,,,PM3005,1000.00,NOS,0.00,1000.00,,38 MM CAP WITH INDUCTION WED,,0
795,FMA009,120000,,,PM3003,1000.00,NOS,0.00,1000.00,,38 MM CT CAPS,,0
796,FMA009,120000,,,PMS015,1000.00,NOS,0.00,1000.00,,SILIKA GEL,,0
797,FMC023,200,,,PMC043,1000.00,NOS,1.00,1010.00,,CALEZ SUSP.BOX,,0
798,FMC023,200,,,PMC044,1000.00,NOS,5.00,1050.00,,CALEZ SUSP.LABLE,,0
799,FMC023,200,,,PM2001,14.00,NOS,0.00,14.00,,CORUGATED BOX 72X200 ML,,0
800,FMC023,200,,,PM2002,1000.00,NOS,2.00,1020.00,,200 ML BRUT BOTTLE AMBER,,0
801,FMC023,200,,,PMP005,1000.00,NOS,3.00,1030.00,,PP CAP PLAIN 25 MM,,0
802,FMC023,200,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
803,FMV004,200,,,PMV005,1000.00,NOS,1.00,1010.00,,VINTOMAX PLUS SYRUP 200 BOX,,0
804,FMV004,200,,,PMV004,1000.00,NOS,5.00,1050.00,,VINTOMAX PLUS SYRUP 200 ML LABLE,,0
805,FMV004,200,,,PM2001,14.00,NOS,0.00,14.00,,CORUGATED BOX 72X200 ML,,0
806,FMV004,200,,,PM2002,1000.00,NOS,2.00,1020.00,,200 ML BRUT BOTTLE AMBER,,0
807,FMV004,200,,,PMP005,1000.00,NOS,3.00,1030.00,,PP CAP PLAIN 25 MM,,0
808,FMV004,200,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
809,FMV005,100,,,PM1002,1000.00,NOS,1.00,1010.00,,100 ML AMBER BOTTLE,,0
810,FMV005,100,,,PMV006,1000.00,NOS,1.00,1010.00,,VINTOMAX SYRUP 100 ML BOX,,0
811,FMV005,100,,,PMV007,1000.00,NOS,3.00,1030.00,,VINTOMAX SYRUP 100 ML LABLE,,0
812,FMV005,100,,,PMP005,1000.00,NOS,2.00,1020.00,,PP CAP PLAIN 25 MM,,0
813,FMV005,100,,,PMC024,9.26,NOS,0.00,9.26,,CORRUGATED BOX 100MLX108 BOTTLE,,0
818,FMC022,50000,,,PMP002,13.40,KGS,5.00,14.07,,PLAIN ALU FOIL ALU/ALU 125 MM,,0
819,FMC022,50000,,,PMC041,4.00,KGS,5.00,4.20,,CALCIZEN PLUS TABLET FOIL,,0
820,FMC022,50000,,,PMC042,5000.00,NOS,2.00,5100.00,,CALCIZEN PLUS TABLET BOX,,0
821,FMC022,50000,,,PM2001,5.00,NOS,0.00,5.00,,CORUGATED BOX 72X200 ML,,0
822,FMS015,50000,,,PMP021,8.00,KGS,5.00,8.40,,PVC 78 MM,,0
823,FMS015,50000,,,PMC008,4.00,KGS,5.00,4.20,,CARBNET-XT CAPSULE PRINTED FOIL,,0
824,FMS015,50000,,,PMC009,500.00,NOS,2.00,510.00,,CARBNET-XT CAPSULE PRINTED BOX,,0
833,FMP008,10000,,,PMP024,1000.00,NOS,5.00,1050.00,,PROLIFE SF SACHET BOX,,0
834,FMP008,10000,,,PMP023,25.00,KGS,5.00,26.25,,PROLIFE SF SACHET FOIL,,0
835,FMP008,10000,,,PMC026,20.00,NOS,0.00,20.00,,CORRUGATED BOX TAB/CAP,,0
836,FMO007,60000,,,PMO012,1500.00,NOS,5.00,1575.00,,OD CAL CM TABLET LABLE,,0
837,FMO007,60000,,,PMS014,1500.00,NOS,2.00,1530.00,,SVL HDP AMBER BOTTLE 30 TABLET,,0
838,FMO007,60000,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
839,FMO007,60000,,,PMO011,1500.00,NOS,5.00,1575.00,,OD CAL CM  TABLET BOX,,0
843,FMM012,18000,,,PMH009,100.00,NOS,0.00,100.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
844,FMM012,18000,,,PM5002,100.00,NOS,0.00,100.00,,53 MM CAPS,,0
845,FMS016,18000,,,PMH009,100.00,NOS,0.00,100.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
846,FMS016,18000,,,PM5002,100.00,NOS,0.00,100.00,,53 MM CAPS,,0
872,FMA010,50000,,,PMP007,10.00,KGS,5.00,10.50,,PVC 89 MM,,0
873,FMA010,50000,,,PMA019,4.00,KGS,5.00,4.20,,AMLYF-CCM TABLET FOIL,,0
874,FMA010,50000,,,PMA018,334.00,NOS,2.00,340.68,,AMLYF-CCM TABLET BOX,,0
875,FMA010,50000,,,PMC026,5.00,NOS,0.00,5.00,,CORRUGATED BOX TAB/CAP,,0
876,FML006,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
877,FML006,50000,,,PML012,3.00,KGS,0.00,3.00,,LIOFOL TABLET FOIL,,0
878,FML006,50000,,,PML010,5000.00,NOS,2.00,5100.00,,LIOFOL TABLET BOX(INER),,0
879,FML006,50000,,,PM2001,6.00,NOS,0.00,6.00,,CORUGATED BOX 72X200 ML,,0
880,FML006,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
881,FML006,50000,,,PML011,500.00,NOS,2.00,510.00,,LIOFOL TABLET BOX (OUTER ),,0
882,FMG002,100,,,PM1008,100.00,NOS,0.00,100.00,,110 GM PLAIN BAG FOR POWDER,,0
883,FMG002,100,,,PM1012,100.00,NOS,0.00,100.00,,1 KGS PLASTIC TIN,,0
884,FMG002,100,,,PM2001,10.00,NOS,0.00,10.00,,CORUGATED BOX 72X200 ML,,0
885,FMG002,100,,,PMO006,100.00,NOS,0.00,100.00,,OLPRO-C POWDER LABLE,,0
886,FML007,18000,,,PMH009,100.00,NOS,0.00,100.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
887,FML007,18000,,,PM5002,100.00,NOS,0.00,100.00,,53 MM CAPS,,0
888,FMC024,18000,,,PMH009,100.00,NOS,0.00,100.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
889,FMC024,18000,,,PM5002,100.00,NOS,0.00,100.00,,53 MM CAPS,,0
890,FMI009,18000,,,PMH009,100.00,NOS,0.00,100.00,,HDPE CONTAINER 250CC/53 MM NEK,,0
891,FMI009,18000,,,PM5002,100.00,NOS,0.00,100.00,,53 MM CAPS,,0
892,FMF009,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
893,FMF009,50000,,,PMI008,3.00,KGS,0.00,3.00,,IRONET -Z TABLET FOIL,,0
894,FMF009,50000,,,PMI007,596.00,NOS,2.00,607.92,,IRONET-Z TABLET BOX,,0
895,FMF009,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
896,FMF009,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
902,FMV006,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
903,FMV006,50000,,,PMI008,3.00,KGS,0.00,3.00,,IRONET -Z TABLET FOIL,,0
904,FMV006,50000,,,PMI007,1785.00,NOS,2.00,1820.70,,IRONET-Z TABLET BOX,,0
905,FMV006,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
906,FMV006,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
907,FMC025,30000,,,PML003,1.80,KGS,0.00,1.80,,LIPOLEX-M TABLET FOIL,,0
908,FMC025,30000,,,PM 001,600.00,NOS,2.00,612.00,,LIPOLEX-M TABLET BOX,,0
909,FMC025,30000,,,PMP001,7.50,KGS,0.00,7.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
910,FMC025,30000,,,PM2001,2.00,NOS,0.00,2.00,,CORUGATED BOX 72X200 ML,,0
911,FMF010,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
912,FMF010,50000,,,PMI008,3.00,KGS,0.00,3.00,,IRONET -Z TABLET FOIL,,0
913,FMF010,50000,,,PMI007,1786.00,NOS,2.00,1821.72,,IRONET-Z TABLET BOX,,0
914,FMF010,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
915,FMF010,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
918,FML008,45000,,,PMH011,500.00,NOS,1.00,505.00,,HDPE CONTAINER 150CC/38MM NEK,,0
919,FML008,45000,,,PM3003,500.00,NOS,1.00,505.00,,38 MM CT CAPS,,0
920,FMI010,60000,,,PMH010,500.00,NOS,0.00,500.00,,HDPE BOTTLE 200CC/38 MM  NECK,,0
921,FMI010,60000,,,PM3003,500.00,NOS,0.00,500.00,,38 MM CT CAPS,,0
924,FMR003,60000,,,PMH010,500.00,NOS,0.00,500.00,,HDPE BOTTLE 200CC/38 MM  NECK,,0
925,FMR003,60000,,,PM3003,500.00,NOS,0.00,500.00,,38 MM CT CAPS,,0
926,FMG003,45000,,,PMH011,500.00,NOS,1.00,505.00,,HDPE CONTAINER 150CC/38MM NEK,,0
927,FMG003,45000,,,PM3003,500.00,NOS,1.00,505.00,,38 MM CT CAPS,,0
928,FMG004,60000,,,PMH010,500.00,NOS,0.00,500.00,,HDPE BOTTLE 200CC/38 MM  NECK,,0
929,FMG004,60000,,,PM3003,500.00,NOS,0.00,500.00,,38 MM CT CAPS,,0
930,FMI011,50000,,,PMP001,12.50,KGS,0.00,12.50,,PLAIN ALU FOIL ALU/ALU 105 MM,,0
931,FMI011,50000,,,PMI017,3.00,KGS,0.00,3.00,,I TECH XT TABLET FOIL,,0
932,FMI011,50000,,,PMI016,500.00,NOS,2.00,510.00,,I TECH XT TABLET BOX,,0
933,FMI011,50000,,,PM2001,4.00,NOS,0.00,4.00,,CORUGATED BOX 72X200 ML,,0
934,FMI011,50000,,,PMB006,1.00,NOS,0.00,1.00,,BOPP ROLL,,0
935,FM0001,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
936,FM0001,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
937,FM0001,50000,,,PMF006,500.00,NOS,1.00,505.00,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0
938,FM0001,50000,,,PMC026,14.00,NOS,0.00,14.00,,CORRUGATED BOX TAB/CAP,,0
939,FM0003,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
940,FM0003,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
941,FM0003,50000,,,PMF005,5000.00,NOS,2.00,5100.00,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0
942,FM0003,50000,,,PMF006,500.00,NOS,1.00,505.00,,FEWBUR-MI CAPSULE BOX 10X10 CAP,,0
943,FM0003,50000,,,PMC026,14.00,NOS,0.00,14.00,,CORRUGATED BOX TAB/CAP,,0
944,FM0002,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
945,FM0002,50000,,,PMF004,5.00,KGS,5.00,5.25,,FEWBUR-MI CAPSULE FOIL,,0
946,FM0002,50000,,,PMF005,5000.00,NOS,2.00,5100.00,,FEWBUR-MI CAPSULE BOX 1X10 CAP,,0
947,FM0002,50000,,,PMS020,500.00,NOS,1.00,505.00,,SHRINKING BAG,,0
948,FM0002,50000,,,PMC026,14.00,NOS,0.00,14.00,,CORRUGATED BOX TAB/CAP,,0
992,FMC026,100000,,,PMB006,6.00,NOS,0.00,6.00,,BOPP ROLL,,0
997,FM0004,50000,,,PMP003,18.40,KGS,5.00,19.32,,PLAIN ALU FOIL ALU/ALU 135 MM,,0
